fid,samp,mass,vv,tlh,tdh,trh,t2,tmax,intertidal,replicate,mod,hi,NJ,m,year,,,,,
2397,460,0.001,1,2,0,0,0,1,0,4,1,0,0,1,2016,,,,,
2398,460,0.0001,0,3,0,0,0,1,0,4,1,0,0,1,2016,,,,,
2399,460,0.00001,NA,NA,NA,NA,0,1,0,4,1,0,0,1,2016,,,,,
2400,460,0.000001,NA,NA,NA,NA,0,1,0,4,1,0,0,1,2016,,,,,
2401,461,0.1,0,0,0,0,0,0,1,1,0,1,0,1,2016,,,,,
2402,461,0.01,0,0,0,0,0,0,1,1,0,1,0,1,2016,,,,,
2403,461,0.001,0,0,0,0,0,0,1,1,0,1,0,1,2016,,,,,
2404,461,0.0001,NA,NA,NA,NA,0,0,1,1,0,1,0,1,2016,,,,,
2405,461,0.00001,NA,NA,NA,NA,0,0,1,1,0,1,0,1,2016,,,,,
2406,461,0.000001,NA,NA,NA,NA,0,0,1,1,0,1,0,1,2016,,,,,
2407,462,0.1,0,0,0,0,0,0,1,2,0,1,0,1,2016,,,,,
2408,462,0.01,NA,NA,NA,NA,0,0,1,2,0,1,0,1,2016,,,,,
2409,462,0.001,NA,NA,NA,NA,0,0,1,2,0,1,0,1,2016,,,,,
2410,462,0.0001,NA,NA,NA,NA,0,0,1,2,0,1,0,1,2016,,,,,
2411,462,0.00001,NA,NA,NA,NA,0,0,1,2,0,1,0,1,2016,,,,,
2412,462,0.000001,NA,NA,NA,NA,0,0,1,2,0,1,0,1,2016,,,,,
2413,463,0.1,0,0,0,0,0,0,1,3,0,1,0,1,2016,,,,,
2414,463,0.01,0,0,0,0,0,0,1,3,0,1,0,1,2016,,,,,
2415,463,0.001,NA,NA,NA,NA,0,0,1,3,0,1,0,1,2016,,,,,
2416,463,0.0001,NA,NA,NA,NA,0,0,1,3,0,1,0,1,2016,,,,,
2417,463,0.00001,NA,NA,NA,NA,0,0,1,3,0,1,0,1,2016,,,,,
2418,463,0.000001,NA,NA,NA,NA,0,0,1,3,0,1,0,1,2016,,,,,
2419,464,0.1,0,0,0,0,0,0,1,4,0,1,0,1,2016,,,,,
2420,464,0.01,0,0,0,0,0,0,1,4,0,1,0,1,2016,,,,,
2421,464,0.001,NA,NA,NA,NA,0,0,1,4,0,1,0,1,2016,,,,,
2422,464,0.0001,NA,NA,NA,NA,0,0,1,4,0,1,0,1,2016,,,,,
2423,464,0.00001,NA,NA,NA,NA,0,0,1,4,0,1,0,1,2016,,,,,
2424,464,0.000001,NA,NA,NA,NA,0,0,1,4,0,1,0,1,2016,,,,,
2425,465,0.1,0,0,0,0,0,0,0,1,0,1,0,1,2016,,,,,
2426,465,0.01,0,0,0,0,0,0,0,1,0,1,0,1,2016,,,,,
2427,465,0.001,NA,NA,NA,NA,0,0,0,1,0,1,0,1,2016,,,,,
2428,465,0.0001,NA,NA,NA,NA,0,0,0,1,0,1,0,1,2016,,,,,
2429,465,0.00001,NA,NA,NA,NA,0,0,0,1,0,1,0,1,2016,,,,,
2430,465,0.000001,NA,NA,NA,NA,0,0,0,1,0,1,0,1,2016,,,,,
2431,466,0.1,0,0,0,0,0,0,0,2,0,1,0,1,2016,,,,,
2432,466,0.01,0,0,0,0,0,0,0,2,0,1,0,1,2016,,,,,
2433,466,0.001,NA,NA,NA,NA,0,0,0,2,0,1,0,1,2016,,,,,
2434,466,0.0001,NA,NA,NA,NA,0,0,0,2,0,1,0,1,2016,,,,,
2435,466,0.00001,NA,NA,NA,NA,0,0,0,2,0,1,0,1,2016,,,,,
2436,466,0.000001,NA,NA,NA,NA,0,0,0,2,0,1,0,1,2016,,,,,
2437,467,0.1,0,0,0,0,0,0,0,3,0,1,0,1,2016,,,,,
2438,467,0.01,0,0,0,0,0,0,0,3,0,1,0,1,2016,,,,,
2439,467,0.001,NA,NA,NA,NA,0,0,0,3,0,1,0,1,2016,,,,,
2440,467,0.0001,NA,NA,NA,NA,0,0,0,3,0,1,0,1,2016,,,,,
2441,467,0.00001,NA,NA,NA,NA,0,0,0,3,0,1,0,1,2016,,,,,
2442,467,0.000001,NA,NA,NA,NA,0,0,0,3,0,1,0,1,2016,,,,,
2443,468,0.1,0,0,0,0,0,0,0,4,0,1,0,1,2016,,,,,
2444,468,0.01,0,0,0,0,0,0,0,4,0,1,0,1,2016,,,,,
2445,468,0.001,0,0,0,0,0,0,0,4,0,1,0,1,2016,,,,,
2446,468,0.0001,NA,NA,NA,NA,0,0,0,4,0,1,0,1,2016,,,,,
2447,468,0.00001,NA,NA,NA,NA,0,0,0,4,0,1,0,1,2016,,,,,
2448,468,0.000001,NA,NA,NA,NA,0,0,0,4,0,1,0,1,2016,,,,,
2449,469,0.1,0,0,0,0,1,0,1,1,0,1,0,1,2016,,,,,
2450,469,0.01,0,0,0,0,1,0,1,1,0,1,0,1,2016,,,,,
2451,469,0.001,NA,NA,NA,NA,1,0,1,1,0,1,0,1,2016,,,,,
2452,469,0.0001,NA,NA,NA,NA,1,0,1,1,0,1,0,1,2016,,,,,
2453,469,0.00001,NA,NA,NA,NA,1,0,1,1,0,1,0,1,2016,,,,,
2454,469,0.000001,NA,NA,NA,NA,1,0,1,1,0,1,0,1,2016,,,,,
2455,470,0.1,0,0,0,0,1,0,1,2,0,1,0,1,2016,,,,,
2456,470,0.01,0,0,0,0,1,0,1,2,0,1,0,1,2016,,,,,
2457,470,0.001,NA,NA,NA,NA,1,0,1,2,0,1,0,1,2016,,,,,
2458,470,0.0001,NA,NA,NA,NA,1,0,1,2,0,1,0,1,2016,,,,,
2459,470,0.00001,NA,NA,NA,NA,1,0,1,2,0,1,0,1,2016,,,,,
2460,470,0.000001,NA,NA,NA,NA,1,0,1,2,0,1,0,1,2016,,,,,
2461,471,0.1,0,0,0,0,1,0,1,3,0,1,0,1,2016,,,,,
2462,471,0.01,0,0,0,0,1,0,1,3,0,1,0,1,2016,,,,,
2463,471,0.001,NA,NA,NA,NA,1,0,1,3,0,1,0,1,2016,,,,,
2464,471,0.0001,NA,NA,NA,NA,1,0,1,3,0,1,0,1,2016,,,,,
2465,471,0.00001,NA,NA,NA,NA,1,0,1,3,0,1,0,1,2016,,,,,
2466,471,0.000001,NA,NA,NA,NA,1,0,1,3,0,1,0,1,2016,,,,,
2467,472,0.1,0,0,0,0,1,0,1,4,0,1,0,1,2016,,,,,
2468,472,0.01,0,0,0,0,1,0,1,4,0,1,0,1,2016,,,,,
2469,472,0.001,NA,NA,NA,NA,1,0,1,4,0,1,0,1,2016,,,,,
2470,472,0.0001,NA,NA,NA,NA,1,0,1,4,0,1,0,1,2016,,,,,
2471,472,0.00001,NA,NA,NA,NA,1,0,1,4,0,1,0,1,2016,,,,,
2472,472,0.000001,NA,NA,NA,NA,1,0,1,4,0,1,0,1,2016,,,,,
2473,473,0.1,0,0,0,0,1,0,0,1,0,1,0,1,2016,,,,,
2474,473,0.01,NA,NA,NA,NA,1,0,0,1,0,1,0,1,2016,,,,,
2475,473,0.001,NA,NA,NA,NA,1,0,0,1,0,1,0,1,2016,,,,,
2476,473,0.0001,NA,NA,NA,NA,1,0,0,1,0,1,0,1,2016,,,,,
2477,473,0.00001,NA,NA,NA,NA,1,0,0,1,0,1,0,1,2016,,,,,
2478,473,0.000001,NA,NA,NA,NA,1,0,0,1,0,1,0,1,2016,,,,,
2479,474,0.1,0,0,0,0,1,0,0,2,0,1,0,1,2016,,,,,
2480,474,0.01,0,0,0,0,1,0,0,2,0,1,0,1,2016,,,,,
2481,474,0.001,NA,NA,NA,NA,1,0,0,2,0,1,0,1,2016,,,,,
2482,474,0.0001,NA,NA,NA,NA,1,0,0,2,0,1,0,1,2016,,,,,
2483,474,0.00001,NA,NA,NA,NA,1,0,0,2,0,1,0,1,2016,,,,,
2484,474,0.000001,NA,NA,NA,NA,1,0,0,2,0,1,0,1,2016,,,,,
2485,475,0.1,0,0,0,0,1,0,0,3,0,1,0,1,2016,,,,,
2486,475,0.01,0,0,0,0,1,0,0,3,0,1,0,1,2016,,,,,
2487,475,0.001,NA,NA,NA,NA,1,0,0,3,0,1,0,1,2016,,,,,
2488,475,0.0001,NA,NA,NA,NA,1,0,0,3,0,1,0,1,2016,,,,,
2489,475,0.00001,NA,NA,NA,NA,1,0,0,3,0,1,0,1,2016,,,,,
2490,475,0.000001,NA,NA,NA,NA,1,0,0,3,0,1,0,1,2016,,,,,
2491,476,0.1,0,0,0,0,1,0,0,4,0,1,0,1,2016,,,,,
2492,476,0.01,0,0,0,0,1,0,0,4,0,1,0,1,2016,,,,,
2493,476,0.001,NA,NA,NA,NA,1,0,0,4,0,1,0,1,2016,,,,,
2494,476,0.0001,NA,NA,NA,NA,1,0,0,4,0,1,0,1,2016,,,,,
2495,476,0.00001,NA,NA,NA,NA,1,0,0,4,0,1,0,1,2016,,,,,
2496,476,0.000001,NA,NA,NA,NA,1,0,0,4,0,1,0,1,2016,,,,,
2497,477,0.1,3,3,1,0,0,0,1,1,0,0,0,2,2016,,,,,
2498,477,0.01,3,3,1,1,0,0,1,1,0,0,0,2,2016,,,,,
2499,477,0.001,2,3,0,0,0,0,1,1,0,0,0,2,2016,,,,,
2500,477,0.0001,2,3,0,0,0,0,1,1,0,0,0,2,2016,,,,,
2501,477,0.00001,NA,NA,NA,NA,0,0,1,1,0,0,0,2,2016,,,,,
2502,477,0.000001,NA,NA,NA,NA,0,0,1,1,0,0,0,2,2016,,,,,
2503,478,0.1,3,3,1,0,0,0,1,2,0,0,0,2,2016,,,,,
2504,478,0.01,3,3,0,0,0,0,1,2,0,0,0,2,2016,,,,,
2505,478,0.001,2,2,0,0,0,0,1,2,0,0,0,2,2016,,,,,
2506,478,0.0001,1,3,1,0,0,0,1,2,0,0,0,2,2016,,,,,
2507,478,0.00001,NA,NA,NA,NA,0,0,1,2,0,0,0,2,2016,,,,,
2508,478,0.000001,NA,NA,NA,NA,0,0,1,2,0,0,0,2,2016,,,,,
2509,479,0.1,3,3,3,2,0,0,1,3,0,0,0,2,2016,,,,,
2510,479,0.01,3,3,0,0,0,0,1,3,0,0,0,2,2016,,,,,
2511,479,0.001,3,2,0,0,0,0,1,3,0,0,0,2,2016,,,,,
2512,479,0.0001,0,3,0,0,0,0,1,3,0,0,0,2,2016,,,,,
2513,479,0.00001,0,0,0,0,0,0,1,3,0,0,0,2,2016,,,,,
2514,479,0.000001,NA,NA,NA,NA,0,0,1,3,0,0,0,2,2016,,,,,
2515,480,0.1,3,3,0,0,0,0,1,4,0,0,0,2,2016,,,,,
2516,480,0.01,3,3,0,0,0,0,1,4,0,0,0,2,2016,,,,,
2517,480,0.001,3,1,0,0,0,0,1,4,0,0,0,2,2016,,,,,
2518,480,0.0001,0,2,0,0,0,0,1,4,0,0,0,2,2016,,,,,
2519,480,0.00001,0,0,0,0,0,0,1,4,0,0,0,2,2016,,,,,
2520,480,0.000001,NA,NA,NA,NA,0,0,1,4,0,0,0,2,2016,,,,,
2521,481,0.1,2,3,2,3,0,0,0,1,0,0,0,2,2016,,,,,
2522,481,0.01,3,3,0,0,0,0,0,1,0,0,0,2,2016,,,,,
2523,481,0.001,3,1,0,0,0,0,0,1,0,0,0,2,2016,,,,,
2524,481,0.0001,3,1,0,0,0,0,0,1,0,0,0,2,2016,,,,,
2525,481,0.00001,2,2,0,0,0,0,0,1,0,0,0,2,2016,,,,,
2526,481,0.000001,NA,NA,NA,NA,0,0,0,1,0,0,0,2,2016,,,,,
2527,482,0.1,3,3,3,3,0,0,0,2,0,0,0,2,2016,,,,,
2528,482,0.01,3,3,1,0,0,0,0,2,0,0,0,2,2016,,,,,
2529,482,0.001,3,3,2,0,0,0,0,2,0,0,0,2,2016,,,,,
2530,482,0.0001,3,1,0,0,0,0,0,2,0,0,0,2,2016,,,,,
2531,482,0.00001,NA,NA,NA,NA,0,0,0,2,0,0,0,2,2016,,,,,
2532,482,0.000001,NA,NA,NA,NA,0,0,0,2,0,0,0,2,2016,,,,,
2533,483,0.1,3,3,3,1,0,0,0,3,0,0,0,2,2016,,,,,
2534,483,0.01,3,3,0,0,0,0,0,3,0,0,0,2,2016,,,,,
2535,483,0.001,3,3,0,0,0,0,0,3,0,0,0,2,2016,,,,,
2536,483,0.0001,2,3,0,0,0,0,0,3,0,0,0,2,2016,,,,,
2537,483,0.00001,0,0,0,0,0,0,0,3,0,0,0,2,2016,,,,,
2538,483,0.000001,NA,NA,NA,NA,0,0,0,3,0,0,0,2,2016,,,,,
2539,484,0.1,3,3,3,0,0,0,0,4,0,0,0,2,2016,,,,,
2540,484,0.01,3,3,0,0,0,0,0,4,0,0,0,2,2016,,,,,
2541,484,0.001,3,3,0,0,0,0,0,4,0,0,0,2,2016,,,,,
2542,484,0.0001,3,1,0,0,0,0,0,4,0,0,0,2,2016,,,,,
2543,484,0.00001,2,3,0,0,0,0,0,4,0,0,0,2,2016,,,,,
2544,484,0.000001,NA,NA,NA,NA,0,0,0,4,0,0,0,2,2016,,,,,
2545,485,0.1,3,3,2,2,1,0,1,1,0,0,0,2,2016,,,,,
2546,485,0.01,3,3,0,0,1,0,1,1,0,0,0,2,2016,,,,,
2547,485,0.001,3,3,0,0,1,0,1,1,0,0,0,2,2016,,,,,
2548,485,0.0001,2,3,0,0,1,0,1,1,0,0,0,2,2016,,,,,
2549,485,0.00001,NA,NA,NA,NA,1,0,1,1,0,0,0,2,2016,,,,,
2550,485,0.000001,NA,NA,NA,NA,1,0,1,1,0,0,0,2,2016,,,,,
2551,486,0.1,3,3,2,2,1,0,1,2,0,0,0,2,2016,,,,,
2552,486,0.01,3,3,1,0,1,0,1,2,0,0,0,2,2016,,,,,
2553,486,0.001,3,3,0,0,1,0,1,2,0,0,0,2,2016,,,,,
2554,486,0.0001,0,2,0,0,1,0,1,2,0,0,0,2,2016,,,,,
2555,486,0.00001,NA,NA,NA,NA,1,0,1,2,0,0,0,2,2016,,,,,
2556,486,0.000001,NA,NA,NA,NA,1,0,1,2,0,0,0,2,2016,,,,,
2557,487,0.1,3,3,3,3,1,0,1,3,0,0,0,2,2016,,,,,
2558,487,0.01,3,3,0,0,1,0,1,3,0,0,0,2,2016,,,,,
2559,487,0.001,3,3,0,0,1,0,1,3,0,0,0,2,2016,,,,,
2560,487,0.0001,1,2,0,1,1,0,1,3,0,0,0,2,2016,,,,,
2561,487,0.00001,0,2,0,0,1,0,1,3,0,0,0,2,2016,,,,,
2562,487,0.000001,NA,NA,NA,NA,1,0,1,3,0,0,0,2,2016,,,,,
2563,488,0.1,3,3,2,3,1,0,1,4,0,0,0,2,2016,,,,,
2564,488,0.01,3,3,1,0,1,0,1,4,0,0,0,2,2016,,,,,
2565,488,0.001,3,2,0,0,1,0,1,4,0,0,0,2,2016,,,,,
2566,488,0.0001,2,3,0,0,1,0,1,4,0,0,0,2,2016,,,,,
2567,488,0.00001,2,2,0,0,1,0,1,4,0,0,0,2,2016,,,,,
2568,488,0.000001,NA,NA,NA,NA,1,0,1,4,0,0,0,2,2016,,,,,
2569,489,0.1,3,3,0,0,1,0,0,1,0,0,0,2,2016,,,,,
2570,489,0.01,3,2,0,0,1,0,0,1,0,0,0,2,2016,,,,,
2571,489,0.001,3,2,0,0,1,0,0,1,0,0,0,2,2016,,,,,
2572,489,0.0001,2,2,0,0,1,0,0,1,0,0,0,2,2016,,,,,
2573,489,0.00001,NA,NA,NA,NA,1,0,0,1,0,0,0,2,2016,,,,,
2574,489,0.000001,NA,NA,NA,NA,1,0,0,1,0,0,0,2,2016,,,,,
2575,490,0.1,3,3,2,1,1,0,0,2,0,0,0,2,2016,,,,,
2576,490,0.01,3,3,0,0,1,0,0,2,0,0,0,2,2016,,,,,
2577,490,0.001,3,3,0,0,1,0,0,2,0,0,0,2,2016,,,,,
2578,490,0.0001,2,3,0,0,1,0,0,2,0,0,0,2,2016,,,,,
2579,490,0.00001,0,3,0,0,1,0,0,2,0,0,0,2,2016,,,,,
2580,490,0.000001,NA,NA,NA,NA,1,0,0,2,0,0,0,2,2016,,,,,
2581,491,0.1,3,3,3,2,1,0,0,3,0,0,0,2,2016,,,,,
2582,491,0.01,3,3,0,0,1,0,0,3,0,0,0,2,2016,,,,,
2583,491,0.001,3,2,0,0,1,0,0,3,0,0,0,2,2016,,,,,
2584,491,0.0001,1,0,0,0,1,0,0,3,0,0,0,2,2016,,,,,
2585,491,0.00001,NA,NA,NA,NA,1,0,0,3,0,0,0,2,2016,,,,,
2586,491,0.000001,NA,NA,NA,NA,1,0,0,3,0,0,0,2,2016,,,,,
2587,492,0.1,3,3,2,1,1,0,0,4,0,0,0,2,2016,,,,,
2588,492,0.01,3,3,2,0,1,0,0,4,0,0,0,2,2016,,,,,
2589,492,0.001,3,1,0,0,1,0,0,4,0,0,0,2,2016,,,,,
2590,492,0.0001,3,1,0,0,1,0,0,4,0,0,0,2,2016,,,,,
2591,492,0.00001,1,1,0,0,1,0,0,4,0,0,0,2,2016,,,,,
2592,492,0.000001,NA,NA,NA,NA,1,0,0,4,0,0,0,2,2016,,,,,
2593,493,0.1,3,3,2,2,0,0,1,1,1,0,0,2,2016,,,,,
2594,493,0.01,3,3,2,2,0,0,1,1,1,0,0,2,2016,,,,,
2595,493,0.001,2,3,0,3,0,0,1,1,1,0,0,2,2016,,,,,
2596,493,0.0001,0,3,0,1,0,0,1,1,1,0,0,2,2016,,,,,
2597,493,0.00001,0,2,0,0,0,0,1,1,1,0,0,2,2016,,,,,
2598,493,0.000001,NA,NA,NA,NA,0,0,1,1,1,0,0,2,2016,,,,,
2599,494,0.1,3,2,2,2,0,0,1,2,1,0,0,2,2016,,,,,
2600,494,0.01,3,3,0,3,0,0,1,2,1,0,0,2,2016,,,,,
2601,494,0.001,3,3,0,1,0,0,1,2,1,0,0,2,2016,,,,,
2602,494,0.0001,2,2,0,0,0,0,1,2,1,0,0,2,2016,,,,,
2603,494,0.00001,NA,NA,NA,NA,0,0,1,2,1,0,0,2,2016,,,,,
2604,494,0.000001,NA,NA,NA,NA,0,0,1,2,1,0,0,2,2016,,,,,
2605,495,0.1,3,3,2,3,0,0,1,3,1,0,0,2,2016,,,,,
2606,495,0.01,3,3,1,2,0,0,1,3,1,0,0,2,2016,,,,,
2607,495,0.001,2,3,0,1,0,0,1,3,1,0,0,2,2016,,,,,
2608,495,0.0001,1,2,0,0,0,0,1,3,1,0,0,2,2016,,,,,
2609,495,0.00001,0,3,0,0,0,0,1,3,1,0,0,2,2016,,,,,
2610,495,0.000001,NA,NA,NA,NA,0,0,1,3,1,0,0,2,2016,,,,,
2611,496,0.1,3,3,3,3,0,0,1,4,1,0,0,2,2016,,,,,
2612,496,0.01,3,3,1,2,0,0,1,4,1,0,0,2,2016,,,,,
2613,496,0.001,3,3,0,2,0,0,1,4,1,0,0,2,2016,,,,,
2614,496,0.0001,1,3,0,0,0,0,1,4,1,0,0,2,2016,,,,,
2615,496,0.00001,1,0,0,0,0,0,1,4,1,0,0,2,2016,,,,,
2616,496,0.000001,NA,NA,NA,NA,0,0,1,4,1,0,0,2,2016,,,,,
2617,497,0.1,3,3,3,3,0,0,0,1,1,0,0,2,2016,,,,,
2618,497,0.01,3,3,2,3,0,0,0,1,1,0,0,2,2016,,,,,
2619,497,0.001,3,3,0,1,0,0,0,1,1,0,0,2,2016,,,,,
2620,497,0.0001,1,2,0,0,0,0,0,1,1,0,0,2,2016,,,,,
2621,497,0.00001,0,1,0,0,0,0,0,1,1,0,0,2,2016,,,,,
2622,497,0.000001,NA,NA,NA,NA,0,0,0,1,1,0,0,2,2016,,,,,
2623,498,0.1,3,3,2,3,0,0,0,2,1,0,0,2,2016,,,,,
2624,498,0.01,3,3,1,2,0,0,0,2,1,0,0,2,2016,,,,,
2625,498,0.001,3,3,0,1,0,0,0,2,1,0,0,2,2016,,,,,
2626,498,0.0001,0,3,0,0,0,0,0,2,1,0,0,2,2016,,,,,
2627,498,0.00001,0,0,0,0,0,0,0,2,1,0,0,2,2016,,,,,
2628,498,0.000001,NA,NA,NA,NA,0,0,0,2,1,0,0,2,2016,,,,,
2629,499,0.1,3,3,3,3,0,0,0,3,1,0,0,2,2016,,,,,
2630,499,0.01,3,3,0,3,0,0,0,3,1,0,0,2,2016,,,,,
2631,499,0.001,3,3,0,0,0,0,0,3,1,0,0,2,2016,,,,,
2632,499,0.0001,2,1,0,0,0,0,0,3,1,0,0,2,2016,,,,,
2633,499,0.00001,NA,NA,NA,NA,0,0,0,3,1,0,0,2,2016,,,,,
2634,499,0.000001,NA,NA,NA,NA,0,0,0,3,1,0,0,2,2016,,,,,
2635,500,0.1,3,3,3,3,0,0,0,4,1,0,0,2,2016,,,,,
2636,500,0.01,3,3,1,3,0,0,0,4,1,0,0,2,2016,,,,,
2637,500,0.001,3,3,0,0,0,0,0,4,1,0,0,2,2016,,,,,
2638,500,0.0001,1,2,0,0,0,0,0,4,1,0,0,2,2016,,,,,
2639,500,0.00001,1,1,0,0,0,0,0,4,1,0,0,2,2016,,,,,
2640,500,0.000001,NA,NA,NA,NA,0,0,0,4,1,0,0,2,2016,,,,,
2641,501,0.1,3,3,3,3,1,0,1,1,1,0,0,2,2016,,,,,
2642,501,0.01,3,3,1,2,1,0,1,1,1,0,0,2,2016,,,,,
2643,501,0.001,3,3,0,1,1,0,1,1,1,0,0,2,2016,,,,,
2644,501,0.0001,3,1,0,0,1,0,1,1,1,0,0,2,2016,,,,,
2645,501,0.00001,2,3,0,0,1,0,1,1,1,0,0,2,2016,,,,,
2646,501,0.000001,NA,NA,NA,NA,1,0,1,1,1,0,0,2,2016,,,,,
2647,502,0.1,3,3,3,3,1,0,1,2,1,0,0,2,2016,,,,,
2648,502,0.01,3,3,3,2,1,0,1,2,1,0,0,2,2016,,,,,
2649,502,0.001,3,3,3,0,1,0,1,2,1,0,0,2,2016,,,,,
2650,502,0.0001,3,3,1,0,1,0,1,2,1,0,0,2,2016,,,,,
2651,502,0.00001,2,2,0,0,1,0,1,2,1,0,0,2,2016,,,,,
2652,502,0.000001,NA,NA,NA,NA,1,0,1,2,1,0,0,2,2016,,,,,
2653,503,0.1,3,3,3,3,1,0,1,3,1,0,0,2,2016,,,,,
2654,503,0.01,3,3,3,2,1,0,1,3,1,0,0,2,2016,,,,,
2655,503,0.001,3,3,2,0,1,0,1,3,1,0,0,2,2016,,,,,
2656,503,0.0001,3,3,2,0,1,0,1,3,1,0,0,2,2016,,,,,
2657,503,0.00001,3,2,0,0,1,0,1,3,1,0,0,2,2016,,,,,
2658,503,0.000001,NA,NA,NA,NA,1,0,1,3,1,0,0,2,2016,,,,,
2659,504,0.1,3,3,3,3,1,0,1,4,1,0,0,2,2016,,,,,
2660,504,0.01,3,3,1,3,1,0,1,4,1,0,0,2,2016,,,,,
2661,504,0.001,3,3,0,1,1,0,1,4,1,0,0,2,2016,,,,,
2662,504,0.0001,3,3,2,0,1,0,1,4,1,0,0,2,2016,,,,,
2663,504,0.00001,1,3,1,0,1,0,1,4,1,0,0,2,2016,,,,,
2664,504,0.000001,NA,NA,NA,NA,1,0,1,4,1,0,0,2,2016,,,,,
2665,505,0.1,3,3,3,2,1,0,0,1,1,0,0,2,2016,,,,,
2666,505,0.01,3,3,0,2,1,0,0,1,1,0,0,2,2016,,,,,
2667,505,0.001,3,3,0,0,1,0,0,1,1,0,0,2,2016,,,,,
2668,505,0.0001,1,2,0,0,1,0,0,1,1,0,0,2,2016,,,,,
2669,505,0.00001,2,2,0,0,1,0,0,1,1,0,0,2,2016,,,,,
2670,505,0.000001,NA,NA,NA,NA,1,0,0,1,1,0,0,2,2016,,,,,
2671,506,0.1,3,3,2,1,1,0,0,2,1,0,0,2,2016,,,,,
2672,506,0.01,3,3,0,0,1,0,0,2,1,0,0,2,2016,,,,,
2673,506,0.001,3,3,0,0,1,0,0,2,1,0,0,2,2016,,,,,
2674,506,0.0001,3,3,0,0,1,0,0,2,1,0,0,2,2016,,,,,
2675,506,0.00001,NA,NA,NA,NA,1,0,0,2,1,0,0,2,2016,,,,,
2676,506,0.000001,NA,NA,NA,NA,1,0,0,2,1,0,0,2,2016,,,,,
2677,507,0.1,3,3,3,3,1,0,0,3,1,0,0,2,2016,,,,,
2678,507,0.01,3,3,2,1,1,0,0,3,1,0,0,2,2016,,,,,
2679,507,0.001,3,3,0,0,1,0,0,3,1,0,0,2,2016,,,,,
2680,507,0.0001,3,3,0,0,1,0,0,3,1,0,0,2,2016,,,,,
2681,507,0.00001,0,2,0,0,1,0,0,3,1,0,0,2,2016,,,,,
2682,507,0.000001,NA,NA,NA,NA,1,0,0,3,1,0,0,2,2016,,,,,
2683,508,0.1,3,3,3,3,1,0,0,4,1,0,0,2,2016,,,,,
2684,508,0.01,3,3,2,2,1,0,0,4,1,0,0,2,2016,,,,,
2685,508,0.001,3,3,1,0,1,0,0,4,1,0,0,2,2016,,,,,
2686,508,0.0001,1,3,0,0,1,0,0,4,1,0,0,2,2016,,,,,
2687,508,0.00001,1,1,0,0,1,0,0,4,1,0,0,2,2016,,,,,
2688,508,0.000001,NA,NA,NA,NA,1,0,0,4,1,0,0,2,2016,,,,,
2689,509,0.1,3,3,3,3,0,1,1,1,1,0,0,2,2016,,,,,
2690,509,0.01,3,3,3,2,0,1,1,1,1,0,0,2,2016,,,,,
2691,509,0.001,3,3,0,2,0,1,1,1,1,0,0,2,2016,,,,,
2692,509,0.0001,1,3,0,1,0,1,1,1,1,0,0,2,2016,,,,,
2693,509,0.00001,2,3,0,0,0,1,1,1,1,0,0,2,2016,,,,,
2694,509,0.000001,0,3,0,0,0,1,1,1,1,0,0,2,2016,,,,,
2695,510,0.1,3,3,3,3,0,1,1,2,1,0,0,2,2016,,,,,
2696,510,0.01,3,3,3,2,0,1,1,2,1,0,0,2,2016,,,,,
2697,510,0.001,3,3,0,2,0,1,1,2,1,0,0,2,2016,,,,,
2698,510,0.0001,2,3,0,1,0,1,1,2,1,0,0,2,2016,,,,,
2699,510,0.00001,2,3,0,0,0,1,1,2,1,0,0,2,2016,,,,,
2700,510,0.000001,NA,NA,NA,NA,0,1,1,2,1,0,0,2,2016,,,,,
2701,511,0.1,3,3,2,3,0,1,1,3,1,0,0,2,2016,,,,,
2702,511,0.01,3,3,3,3,0,1,1,3,1,0,0,2,2016,,,,,
2703,511,0.001,3,3,0,2,0,1,1,3,1,0,0,2,2016,,,,,
2704,511,0.0001,2,3,0,0,0,1,1,3,1,0,0,2,2016,,,,,
2705,511,0.00001,1,2,0,0,0,1,1,3,1,0,0,2,2016,,,,,
2706,511,0.000001,NA,NA,NA,NA,0,1,1,3,1,0,0,2,2016,,,,,
2707,512,0.1,3,3,3,3,0,1,1,4,1,0,0,2,2016,,,,,
2708,512,0.01,3,3,3,3,0,1,1,4,1,0,0,2,2016,,,,,
2709,512,0.001,3,3,0,2,0,1,1,4,1,0,0,2,2016,,,,,
2710,512,0.0001,1,3,2,1,0,1,1,4,1,0,0,2,2016,,,,,
2711,512,0.00001,1,3,0,0,0,1,1,4,1,0,0,2,2016,,,,,
2712,512,0.000001,NA,NA,NA,NA,0,1,1,4,1,0,0,2,2016,,,,,
2713,513,0.1,3,3,3,3,0,1,0,1,1,0,0,2,2016,,,,,
2714,513,0.01,3,3,1,2,0,1,0,1,1,0,0,2,2016,,,,,
2715,513,0.001,3,3,0,1,0,1,0,1,1,0,0,2,2016,,,,,
2716,513,0.0001,1,3,1,0,0,1,0,1,1,0,0,2,2016,,,,,
2717,513,0.00001,0,2,0,0,0,1,0,1,1,0,0,2,2016,,,,,
2718,513,0.000001,NA,NA,NA,NA,0,1,0,1,1,0,0,2,2016,,,,,
2719,514,0.1,3,3,2,2,0,1,0,2,1,0,0,2,2016,,,,,
2720,514,0.01,3,3,1,3,0,1,0,2,1,0,0,2,2016,,,,,
2721,514,0.001,3,3,0,0,0,1,0,2,1,0,0,2,2016,,,,,
