fid,samp,mass,vv,tlh,tdh,trh,t2,tmax,intertidal,replicate,mod,hi,NJ,m,year,,,,,
326,55,0.01,3,3,0,0,0,0,0,3,0,0,0,2,2015,,,,,
327,55,0.001,3,2,0,0,0,0,0,3,0,0,0,2,2015,,,,,
328,55,0.0001,3,0,0,0,0,0,0,3,0,0,0,2,2015,,,,,
329,55,0.00001,0,0,0,0,0,0,0,3,0,0,0,2,2015,,,,,
330,55,0.000001,NA,NA,NA,NA,0,0,0,3,0,0,0,2,2015,,,,,
331,56,0.1,3,3,1,2,0,0,0,4,0,0,0,2,2015,,,,,
332,56,0.01,3,3,0,0,0,0,0,4,0,0,0,2,2015,,,,,
333,56,0.001,3,3,0,0,0,0,0,4,0,0,0,2,2015,,,,,
334,56,0.0001,3,2,0,0,0,0,0,4,0,0,0,2,2015,,,,,
335,56,0.00001,NA,NA,NA,NA,0,0,0,4,0,0,0,2,2015,,,,,
336,56,0.000001,NA,NA,NA,NA,0,0,0,4,0,0,0,2,2015,,,,,
337,57,0.1,3,3,3,1,1,0,1,1,0,0,0,2,2015,,,,,
338,57,0.01,3,3,1,1,1,0,1,1,0,0,0,2,2015,,,,,
339,57,0.001,3,3,1,0,1,0,1,1,0,0,0,2,2015,,,,,
340,57,0.0001,3,1,0,0,1,0,1,1,0,0,0,2,2015,,,,,
341,57,0.00001,1,0,0,0,1,0,1,1,0,0,0,2,2015,,,,,
342,57,0.000001,0,0,0,0,1,0,1,1,0,0,0,2,2015,,,,,
343,58,0.1,3,3,3,3,1,0,1,2,0,0,0,2,2015,,,,,
344,58,0.01,3,3,3,0,1,0,1,2,0,0,0,2,2015,,,,,
345,58,0.001,3,3,0,0,1,0,1,2,0,0,0,2,2015,,,,,
346,58,0.0001,3,0,0,0,1,0,1,2,0,0,0,2,2015,,,,,
347,58,0.00001,3,0,0,0,1,0,1,2,0,0,0,2,2015,,,,,
348,58,0.000001,0,0,0,0,1,0,1,2,0,0,0,2,2015,,,,,
349,59,0.1,3,3,3,1,1,0,1,3,0,0,0,2,2015,,,,,
350,59,0.01,3,3,1,0,1,0,1,3,0,0,0,2,2015,,,,,
351,59,0.001,3,3,2,0,1,0,1,3,0,0,0,2,2015,,,,,
352,59,0.0001,3,2,0,0,1,0,1,3,0,0,0,2,2015,,,,,
353,59,0.00001,3,1,0,0,1,0,1,3,0,0,0,2,2015,,,,,
354,59,0.000001,1,0,0,0,1,0,1,3,0,0,0,2,2015,,,,,
355,60,0.1,3,3,2,0,1,0,1,4,0,0,0,2,2015,,,,,
356,60,0.01,3,3,2,0,1,0,1,4,0,0,0,2,2015,,,,,
357,60,0.001,3,3,0,0,1,0,1,4,0,0,0,2,2015,,,,,
358,60,0.0001,3,0,0,0,1,0,1,4,0,0,0,2,2015,,,,,
359,60,0.00001,2,0,0,0,1,0,1,4,0,0,0,2,2015,,,,,
360,60,0.000001,2,0,0,0,1,0,1,4,0,0,0,2,2015,,,,,
361,61,0.1,3,3,3,2,1,0,0,1,0,0,0,2,2015,,,,,
362,61,0.01,3,3,0,0,1,0,0,1,0,0,0,2,2015,,,,,
363,61,0.001,3,3,0,0,1,0,0,1,0,0,0,2,2015,,,,,
364,61,0.0001,3,0,0,0,1,0,0,1,0,0,0,2,2015,,,,,
365,61,0.00001,0,0,0,0,1,0,0,1,0,0,0,2,2015,,,,,
366,61,0.000001,0,0,0,0,1,0,0,1,0,0,0,2,2015,,,,,
367,62,0.1,3,3,3,1,1,0,0,2,0,0,0,2,2015,,,,,
368,62,0.01,3,3,1,1,1,0,0,2,0,0,0,2,2015,,,,,
369,62,0.001,3,3,0,0,1,0,0,2,0,0,0,2,2015,,,,,
370,62,0.0001,3,1,0,0,1,0,0,2,0,0,0,2,2015,,,,,
371,62,0.00001,0,0,0,0,1,0,0,2,0,0,0,2,2015,,,,,
372,62,0.000001,0,0,0,0,1,0,0,2,0,0,0,2,2015,,,,,
373,63,0.1,3,3,3,2,1,0,0,3,0,0,0,2,2015,,,,,
374,63,0.01,3,3,1,0,1,0,0,3,0,0,0,2,2015,,,,,
375,63,0.001,3,3,0,0,1,0,0,3,0,0,0,2,2015,,,,,
376,63,0.0001,3,0,0,0,1,0,0,3,0,0,0,2,2015,,,,,
377,63,0.00001,1,0,0,0,1,0,0,3,0,0,0,2,2015,,,,,
378,63,0.000001,2,0,0,0,1,0,0,3,0,0,0,2,2015,,,,,
379,64,0.1,3,3,1,0,1,0,0,4,0,0,0,2,2015,,,,,
380,64,0.01,3,3,2,0,1,0,0,4,0,0,0,2,2015,,,,,
381,64,0.001,3,2,0,0,1,0,0,4,0,0,0,2,2015,,,,,
382,64,0.0001,3,1,0,0,1,0,0,4,0,0,0,2,2015,,,,,
383,64,0.00001,2,0,0,0,1,0,0,4,0,0,0,2,2015,,,,,
384,64,0.000001,0,0,0,0,1,0,0,4,0,0,0,2,2015,,,,,
385,65,0.1,3,3,3,0,0,0,1,1,1,0,0,2,2015,,,,,
386,65,0.01,3,3,0,0,0,0,1,1,1,0,0,2,2015,,,,,
387,65,0.001,3,3,0,0,0,0,1,1,1,0,0,2,2015,,,,,
388,65,0.0001,1,1,0,0,0,0,1,1,1,0,0,2,2015,,,,,
389,65,0.00001,1,0,0,0,0,0,1,1,1,0,0,2,2015,,,,,
390,65,0.000001,NA,NA,NA,NA,0,0,1,1,1,0,0,2,2015,,,,,
391,66,0.1,3,3,3,0,0,0,1,2,1,0,0,2,2015,,,,,
392,66,0.01,3,3,0,1,0,0,1,2,1,0,0,2,2015,,,,,
393,66,0.001,3,3,0,0,0,0,1,2,1,0,0,2,2015,,,,,
394,66,0.0001,3,2,0,0,0,0,1,2,1,0,0,2,2015,,,,,
395,66,0.00001,0,1,0,0,0,0,1,2,1,0,0,2,2015,,,,,
396,66,0.000001,NA,NA,NA,NA,0,0,1,2,1,0,0,2,2015,,,,,
397,67,0.1,3,3,3,0,0,0,1,3,1,0,0,2,2015,,,,,
398,67,0.01,3,3,1,1,0,0,1,3,1,0,0,2,2015,,,,,
399,67,0.001,3,3,0,0,0,0,1,3,1,0,0,2,2015,,,,,
400,67,0.0001,2,3,0,0,0,0,1,3,1,0,0,2,2015,,,,,
401,67,0.00001,NA,NA,NA,NA,0,0,1,3,1,0,0,2,2015,,,,,
402,67,0.000001,NA,NA,NA,NA,0,0,1,3,1,0,0,2,2015,,,,,
403,68,0.1,3,3,3,1,0,0,1,4,1,0,0,2,2015,,,,,
404,68,0.01,3,3,1,0,0,0,1,4,1,0,0,2,2015,,,,,
405,68,0.001,3,3,0,0,0,0,1,4,1,0,0,2,2015,,,,,
406,68,0.0001,2,3,0,0,0,0,1,4,1,0,0,2,2015,,,,,
407,68,0.00001,0,2,0,0,0,0,1,4,1,0,0,2,2015,,,,,
408,68,0.000001,NA,NA,NA,NA,0,0,1,4,1,0,0,2,2015,,,,,
409,69,0.1,3,3,3,0,0,0,0,1,1,0,0,2,2015,,,,,
410,69,0.01,3,3,1,1,0,0,0,1,1,0,0,2,2015,,,,,
411,69,0.001,3,3,0,0,0,0,0,1,1,0,0,2,2015,,,,,
412,69,0.0001,0,2,0,0,0,0,0,1,1,0,0,2,2015,,,,,
413,69,0.00001,0,1,0,0,0,0,0,1,1,0,0,2,2015,,,,,
414,69,0.000001,NA,NA,NA,NA,0,0,0,1,1,0,0,2,2015,,,,,
415,70,0.1,3,3,2,3,0,0,0,2,1,0,0,2,2015,,,,,
416,70,0.01,3,3,0,2,0,0,0,2,1,0,0,2,2015,,,,,
417,70,0.001,3,3,0,0,0,0,0,2,1,0,0,2,2015,,,,,
418,70,0.0001,0,1,0,0,0,0,0,2,1,0,0,2,2015,,,,,
419,70,0.00001,NA,NA,NA,NA,0,0,0,2,1,0,0,2,2015,,,,,
420,70,0.000001,NA,NA,NA,NA,0,0,0,2,1,0,0,2,2015,,,,,
421,71,0.1,3,3,3,1,0,0,0,3,1,0,0,2,2015,,,,,
422,71,0.01,3,3,0,0,0,0,0,3,1,0,0,2,2015,,,,,
423,71,0.001,3,3,0,0,0,0,0,3,1,0,0,2,2015,,,,,
424,71,0.0001,2,1,0,0,0,0,0,3,1,0,0,2,2015,,,,,
425,71,0.00001,NA,NA,NA,NA,0,0,0,3,1,0,0,2,2015,,,,,
426,71,0.000001,NA,NA,NA,NA,0,0,0,3,1,0,0,2,2015,,,,,
427,72,0.1,3,3,3,1,0,0,0,4,1,0,0,2,2015,,,,,
428,72,0.01,3,3,2,0,0,0,0,4,1,0,0,2,2015,,,,,
429,72,0.001,3,3,0,0,0,0,0,4,1,0,0,2,2015,,,,,
430,72,0.0001,0,3,0,0,0,0,0,4,1,0,0,2,2015,,,,,
431,72,0.00001,0,0,0,0,0,0,0,4,1,0,0,2,2015,,,,,
432,72,0.000001,NA,NA,NA,NA,0,0,0,4,1,0,0,2,2015,,,,,
433,73,0.1,3,3,3,3,1,0,1,1,1,0,0,2,2015,,,,,
434,73,0.01,3,3,2,0,1,0,1,1,1,0,0,2,2015,,,,,
435,73,0.001,3,3,1,1,1,0,1,1,1,0,0,2,2015,,,,,
436,73,0.0001,1,3,0,0,1,0,1,1,1,0,0,2,2015,,,,,
437,73,0.00001,0,1,0,0,1,0,1,1,1,0,0,2,2015,,,,,
438,73,0.000001,NA,NA,NA,NA,1,0,1,1,1,0,0,2,2015,,,,,
439,74,0.1,3,3,3,2,1,0,1,2,1,0,0,2,2015,,,,,
440,74,0.01,3,3,0,0,1,0,1,2,1,0,0,2,2015,,,,,
441,74,0.001,3,3,0,0,1,0,1,2,1,0,0,2,2015,,,,,
442,74,0.0001,3,1,0,0,1,0,1,2,1,0,0,2,2015,,,,,
443,74,0.00001,0,0,0,0,1,0,1,2,1,0,0,2,2015,,,,,
444,74,0.000001,NA,NA,NA,NA,1,0,1,2,1,0,0,2,2015,,,,,
445,75,0.1,3,3,3,1,1,0,1,3,1,0,0,2,2015,,,,,
446,75,0.01,3,3,0,0,1,0,1,3,1,0,0,2,2015,,,,,
447,75,0.001,3,3,0,0,1,0,1,3,1,0,0,2,2015,,,,,
448,75,0.0001,3,3,0,0,1,0,1,3,1,0,0,2,2015,,,,,
449,75,0.00001,0,2,0,0,1,0,1,3,1,0,0,2,2015,,,,,
450,75,0.000001,NA,NA,NA,NA,1,0,1,3,1,0,0,2,2015,,,,,
451,76,0.1,3,3,3,2,1,0,1,4,1,0,0,2,2015,,,,,
452,76,0.01,3,3,2,0,1,0,1,4,1,0,0,2,2015,,,,,
453,76,0.001,3,3,0,0,1,0,1,4,1,0,0,2,2015,,,,,
454,76,0.0001,2,3,0,0,1,0,1,4,1,0,0,2,2015,,,,,
455,76,0.00001,2,2,0,0,1,0,1,4,1,0,0,2,2015,,,,,
456,76,0.000001,NA,NA,NA,NA,1,0,1,4,1,0,0,2,2015,,,,,
457,77,0.1,3,3,3,1,1,0,0,1,1,0,0,2,2015,,,,,
458,77,0.01,3,3,2,0,1,0,0,1,1,0,0,2,2015,,,,,
459,77,0.001,3,3,0,0,1,0,0,1,1,0,0,2,2015,,,,,
460,77,0.0001,2,2,0,0,1,0,0,1,1,0,0,2,2015,,,,,
461,77,0.00001,0,0,0,0,1,0,0,1,1,0,0,2,2015,,,,,
462,77,0.000001,NA,NA,NA,NA,1,0,0,1,1,0,0,2,2015,,,,,
463,78,0.1,3,3,3,2,1,0,0,2,1,0,0,2,2015,,,,,
464,78,0.01,3,3,0,2,1,0,0,2,1,0,0,2,2015,,,,,
465,78,0.001,3,3,0,0,1,0,0,2,1,0,0,2,2015,,,,,
466,78,0.0001,3,2,0,0,1,0,0,2,1,0,0,2,2015,,,,,
467,78,0.00001,0,1,0,0,1,0,0,2,1,0,0,2,2015,,,,,
468,78,0.000001,NA,NA,NA,NA,1,0,0,2,1,0,0,2,2015,,,,,
469,79,0.1,3,3,3,0,1,0,0,3,1,0,0,2,2015,,,,,
470,79,0.01,3,3,3,0,1,0,0,3,1,0,0,2,2015,,,,,
471,79,0.001,3,3,0,1,1,0,0,3,1,0,0,2,2015,,,,,
472,79,0.0001,3,2,0,0,1,0,0,3,1,0,0,2,2015,,,,,
473,79,0.00001,NA,NA,NA,NA,1,0,0,3,1,0,0,2,2015,,,,,
474,79,0.000001,NA,NA,NA,NA,1,0,0,3,1,0,0,2,2015,,,,,
475,80,0.1,3,3,3,0,1,0,0,4,1,0,0,2,2015,,,,,
476,80,0.01,3,3,2,0,1,0,0,4,1,0,0,2,2015,,,,,
477,80,0.001,3,3,0,0,1,0,0,4,1,0,0,2,2015,,,,,
478,80,0.0001,1,3,0,0,1,0,0,4,1,0,0,2,2015,,,,,
479,80,0.00001,0,1,0,0,1,0,0,4,1,0,0,2,2015,,,,,
480,80,0.000001,NA,NA,NA,NA,1,0,0,4,1,0,0,2,2015,,,,,
481,81,0.1,0,3,2,0,0,0,1,1,0,1,0,2,2015,,,,,
482,81,0.01,0,2,0,0,0,0,1,1,0,1,0,2,2015,,,,,
483,81,0.001,0,0,0,0,0,0,1,1,0,1,0,2,2015,,,,,
484,81,0.0001,NA,NA,NA,NA,0,0,1,1,0,1,0,2,2015,,,,,
485,81,0.00001,NA,NA,NA,NA,0,0,1,1,0,1,0,2,2015,,,,,
486,81,0.000001,NA,NA,NA,NA,0,0,1,1,0,1,0,2,2015,,,,,
487,82,0.1,3,3,0,0,0,0,1,2,0,1,0,2,2015,,,,,
488,82,0.01,0,3,0,0,0,0,1,2,0,1,0,2,2015,,,,,
489,82,0.001,0,0,0,0,0,0,1,2,0,1,0,2,2015,,,,,
490,82,0.0001,0,0,0,0,0,0,1,2,0,1,0,2,2015,,,,,
491,82,0.00001,0,0,0,0,0,0,1,2,0,1,0,2,2015,,,,,
492,82,0.000001,NA,NA,NA,NA,0,0,1,2,0,1,0,2,2015,,,,,
493,83,0.1,1,3,0,0,0,0,1,3,0,1,0,2,2015,,,,,
494,83,0.01,0,3,0,0,0,0,1,3,0,1,0,2,2015,,,,,
495,83,0.001,0,0,0,0,0,0,1,3,0,1,0,2,2015,,,,,
496,83,0.0001,0,1,0,0,0,0,1,3,0,1,0,2,2015,,,,,
497,83,0.00001,NA,NA,NA,NA,0,0,1,3,0,1,0,2,2015,,,,,
498,83,0.000001,NA,NA,NA,NA,0,0,1,3,0,1,0,2,2015,,,,,
499,84,0.1,1,3,0,0,0,0,1,4,0,1,0,2,2015,,,,,
500,84,0.01,0,2,0,0,0,0,1,4,0,1,0,2,2015,,,,,
501,84,0.001,1,0,0,0,0,0,1,4,0,1,0,2,2015,,,,,
502,84,0.0001,NA,NA,NA,NA,0,0,1,4,0,1,0,2,2015,,,,,
503,84,0.00001,NA,NA,NA,NA,0,0,1,4,0,1,0,2,2015,,,,,
504,84,0.000001,NA,NA,NA,NA,0,0,1,4,0,1,0,2,2015,,,,,
505,85,0.1,1,3,0,0,0,0,0,1,0,1,0,2,2015,,,,,
506,85,0.01,0,2,0,0,0,0,0,1,0,1,0,2,2015,,,,,
507,85,0.001,1,2,0,0,0,0,0,1,0,1,0,2,2015,,,,,
508,85,0.0001,0,0,0,0,0,0,0,1,0,1,0,2,2015,,,,,
509,85,0.00001,NA,NA,NA,NA,0,0,0,1,0,1,0,2,2015,,,,,
510,85,0.000001,NA,NA,NA,NA,0,0,0,1,0,1,0,2,2015,,,,,
511,86,0.1,3,3,1,0,0,0,0,2,0,1,0,2,2015,,,,,
512,86,0.01,1,2,0,0,0,0,0,2,0,1,0,2,2015,,,,,
513,86,0.001,0,0,0,0,0,0,0,2,0,1,0,2,2015,,,,,
514,86,0.0001,0,0,0,0,0,0,0,2,0,1,0,2,2015,,,,,
515,86,0.00001,NA,NA,NA,NA,0,0,0,2,0,1,0,2,2015,,,,,
516,86,0.000001,NA,NA,NA,NA,0,0,0,2,0,1,0,2,2015,,,,,
517,87,0.1,1,3,0,0,0,0,0,3,0,1,0,2,2015,,,,,
518,87,0.01,0,1,0,0,0,0,0,3,0,1,0,2,2015,,,,,
519,87,0.001,0,0,0,0,0,0,0,3,0,1,0,2,2015,,,,,
520,87,0.0001,0,2,0,0,0,0,0,3,0,1,0,2,2015,,,,,
521,87,0.00001,0,0,0,0,0,0,0,3,0,1,0,2,2015,,,,,
522,87,0.000001,NA,NA,NA,NA,0,0,0,3,0,1,0,2,2015,,,,,
523,88,0.1,0,3,1,0,0,0,0,4,0,1,0,2,2015,,,,,
524,88,0.01,1,3,0,0,0,0,0,4,0,1,0,2,2015,,,,,
525,88,0.001,0,0,0,0,0,0,0,4,0,1,0,2,2015,,,,,
526,88,0.0001,0,1,0,0,0,0,0,4,0,1,0,2,2015,,,,,
527,88,0.00001,0,0,0,0,0,0,0,4,0,1,0,2,2015,,,,,
528,88,0.000001,NA,NA,NA,NA,0,0,0,4,0,1,0,2,2015,,,,,
529,89,0.1,2,3,1,0,1,0,1,1,0,1,0,2,2015,,,,,
530,89,0.01,0,3,1,0,1,0,1,1,0,1,0,2,2015,,,,,
531,89,0.001,0,0,0,0,1,0,1,1,0,1,0,2,2015,,,,,
532,89,0.0001,1,0,0,0,1,0,1,1,0,1,0,2,2015,,,,,
533,89,0.00001,NA,NA,NA,NA,1,0,1,1,0,1,0,2,2015,,,,,
534,89,0.000001,NA,NA,NA,NA,1,0,1,1,0,1,0,2,2015,,,,,
535,90,0.1,2,3,0,0,1,0,1,2,0,1,0,2,2015,,,,,
536,90,0.01,1,3,0,0,1,0,1,2,0,1,0,2,2015,,,,,
537,90,0.001,0,0,0,0,1,0,1,2,0,1,0,2,2015,,,,,
538,90,0.0001,1,1,0,0,1,0,1,2,0,1,0,2,2015,,,,,
539,90,0.00001,NA,NA,NA,NA,1,0,1,2,0,1,0,2,2015,,,,,
540,90,0.000001,NA,NA,NA,NA,1,0,1,2,0,1,0,2,2015,,,,,
541,91,0.1,1,3,3,0,1,0,1,3,0,1,0,2,2015,,,,,
542,91,0.01,0,3,2,1,1,0,1,3,0,1,0,2,2015,,,,,
543,91,0.001,0,0,0,0,1,0,1,3,0,1,0,2,2015,,,,,
544,91,0.0001,0,0,0,0,1,0,1,3,0,1,0,2,2015,,,,,
545,91,0.00001,NA,NA,NA,NA,1,0,1,3,0,1,0,2,2015,,,,,
546,91,0.000001,NA,NA,NA,NA,1,0,1,3,0,1,0,2,2015,,,,,
547,92,0.1,2,3,0,1,1,0,1,4,0,1,0,2,2015,,,,,
548,92,0.01,0,3,0,0,1,0,1,4,0,1,0,2,2015,,,,,
549,92,0.001,0,1,0,0,1,0,1,4,0,1,0,2,2015,,,,,
550,92,0.0001,NA,NA,NA,NA,1,0,1,4,0,1,0,2,2015,,,,,
551,92,0.00001,NA,NA,NA,NA,1,0,1,4,0,1,0,2,2015,,,,,
552,92,0.000001,NA,NA,NA,NA,1,0,1,4,0,1,0,2,2015,,,,,
553,93,0.1,2,3,0,1,1,0,0,1,0,1,0,2,2015,,,,,
554,93,0.01,2,3,0,0,1,0,0,1,0,1,0,2,2015,,,,,
555,93,0.001,0,0,0,0,1,0,0,1,0,1,0,2,2015,,,,,
556,93,0.0001,0,0,0,0,1,0,0,1,0,1,0,2,2015,,,,,
557,93,0.00001,0,1,0,0,1,0,0,1,0,1,0,2,2015,,,,,
558,93,0.000001,NA,NA,NA,NA,1,0,0,1,0,1,0,2,2015,,,,,
559,94,0.1,1,3,0,1,1,0,0,2,0,1,0,2,2015,,,,,
560,94,0.01,0,3,0,0,1,0,0,2,0,1,0,2,2015,,,,,
561,94,0.001,0,0,0,0,1,0,0,2,0,1,0,2,2015,,,,,
562,94,0.0001,0,0,0,0,1,0,0,2,0,1,0,2,2015,,,,,
563,94,0.00001,NA,NA,NA,NA,1,0,0,2,0,1,0,2,2015,,,,,
564,94,0.000001,NA,NA,NA,NA,1,0,0,2,0,1,0,2,2015,,,,,
565,95,0.1,3,3,1,0,1,0,0,3,0,1,0,2,2015,,,,,
566,95,0.01,0,3,0,0,1,0,0,3,0,1,0,2,2015,,,,,
567,95,0.001,1,0,0,0,1,0,0,3,0,1,0,2,2015,,,,,
568,95,0.0001,1,0,0,0,1,0,0,3,0,1,0,2,2015,,,,,
569,95,0.00001,0,0,0,0,1,0,0,3,0,1,0,2,2015,,,,,
570,95,0.000001,NA,NA,NA,NA,1,0,0,3,0,1,0,2,2015,,,,,
571,96,0.1,1,3,1,0,1,0,0,4,0,1,0,2,2015,,,,,
572,96,0.01,2,3,0,0,1,0,0,4,0,1,0,2,2015,,,,,
573,96,0.001,0,1,0,0,1,0,0,4,0,1,0,2,2015,,,,,
574,96,0.0001,0,0,0,0,1,0,0,4,0,1,0,2,2015,,,,,
575,96,0.00001,NA,NA,NA,NA,1,0,0,4,0,1,0,2,2015,,,,,
576,96,0.000001,NA,NA,NA,NA,1,0,0,4,0,1,0,2,2015,,,,,
577,97,0.1,3,3,1,2,0,0,1,1,0,0,0,3,2015,,,,,
578,97,0.01,3,3,0,1,0,0,1,1,0,0,0,3,2015,,,,,
579,97,0.001,3,3,0,0,0,0,1,1,0,0,0,3,2015,,,,,
580,97,0.0001,3,0,0,0,0,0,1,1,0,0,0,3,2015,,,,,
581,97,0.00001,2,1,0,0,0,0,1,1,0,0,0,3,2015,,,,,
582,97,0.000001,1,0,0,0,0,0,1,1,0,0,0,3,2015,,,,,
583,98,0.1,3,3,0,3,0,0,1,2,0,0,0,3,2015,,,,,
584,98,0.01,3,3,0,2,0,0,1,2,0,0,0,3,2015,,,,,
585,98,0.001,3,2,0,0,0,0,1,2,0,0,0,3,2015,,,,,
586,98,0.0001,3,1,0,0,0,0,1,2,0,0,0,3,2015,,,,,
587,98,0.00001,3,1,0,0,0,0,1,2,0,0,0,3,2015,,,,,
588,98,0.000001,1,0,0,0,0,0,1,2,0,0,0,3,2015,,,,,
589,99,0.1,3,3,2,1,0,0,1,3,0,0,0,3,2015,,,,,
590,99,0.01,3,3,0,0,0,0,1,3,0,0,0,3,2015,,,,,
591,99,0.001,3,3,0,0,0,0,1,3,0,0,0,3,2015,,,,,
592,99,0.0001,3,1,0,0,0,0,1,3,0,0,0,3,2015,,,,,
593,99,0.00001,3,0,0,0,0,0,1,3,0,0,0,3,2015,,,,,
594,99,0.000001,2,0,0,0,0,0,1,3,0,0,0,3,2015,,,,,
595,100,0.1,3,3,3,2,0,0,1,4,0,0,0,3,2015,,,,,
596,100,0.01,3,3,0,0,0,0,1,4,0,0,0,3,2015,,,,,
597,100,0.001,3,3,0,0,0,0,1,4,0,0,0,3,2015,,,,,
598,100,0.0001,3,1,0,0,0,0,1,4,0,0,0,3,2015,,,,,
599,100,0.00001,3,0,0,0,0,0,1,4,0,0,0,3,2015,,,,,
600,100,0.000001,NA,NA,NA,NA,0,0,1,4,0,0,0,3,2015,,,,,
601,101,0.1,3,3,2,3,0,0,0,1,0,0,0,3,2015,,,,,
602,101,0.01,3,3,0,1,0,0,0,1,0,0,0,3,2015,,,,,
603,101,0.001,3,1,0,0,0,0,0,1,0,0,0,3,2015,,,,,
604,101,0.0001,3,1,0,0,0,0,0,1,0,0,0,3,2015,,,,,
605,101,0.00001,2,0,0,0,0,0,0,1,0,0,0,3,2015,,,,,
606,101,0.000001,NA,NA,NA,NA,0,0,0,1,0,0,0,3,2015,,,,,
607,102,0.1,3,3,3,3,0,0,0,2,0,0,0,3,2015,,,,,
608,102,0.01,3,3,0,1,0,0,0,2,0,0,0,3,2015,,,,,
609,102,0.001,3,2,0,1,0,0,0,2,0,0,0,3,2015,,,,,
610,102,0.0001,3,1,0,0,0,0,0,2,0,0,0,3,2015,,,,,
611,102,0.00001,1,0,0,0,0,0,0,2,0,0,0,3,2015,,,,,
612,102,0.000001,0,0,0,0,0,0,0,2,0,0,0,3,2015,,,,,
613,103,0.1,3,3,3,1,0,0,0,3,0,0,0,3,2015,,,,,
614,103,0.01,3,3,0,0,0,0,0,3,0,0,0,3,2015,,,,,
615,103,0.001,3,3,0,0,0,0,0,3,0,0,0,3,2015,,,,,
616,103,0.0001,3,1,0,0,0,0,0,3,0,0,0,3,2015,,,,,
617,103,0.00001,2,0,0,0,0,0,0,3,0,0,0,3,2015,,,,,
618,103,0.000001,NA,NA,NA,NA,0,0,0,3,0,0,0,3,2015,,,,,
619,104,0.1,3,3,1,1,0,0,0,4,0,0,0,3,2015,,,,,
620,104,0.01,3,3,0,1,0,0,0,4,0,0,0,3,2015,,,,,
621,104,0.001,3,3,0,0,0,0,0,4,0,0,0,3,2015,,,,,
622,104,0.0001,3,2,0,0,0,0,0,4,0,0,0,3,2015,,,,,
623,104,0.00001,0,0,0,0,0,0,0,4,0,0,0,3,2015,,,,,
624,104,0.000001,NA,NA,NA,NA,0,0,0,4,0,0,0,3,2015,,,,,
625,105,0.1,3,3,2,2,1,0,1,1,0,0,0,3,2015,,,,,
626,105,0.01,3,3,1,0,1,0,1,1,0,0,0,3,2015,,,,,
627,105,0.001,3,3,0,0,1,0,1,1,0,0,0,3,2015,,,,,
628,105,0.0001,3,2,0,0,1,0,1,1,0,0,0,3,2015,,,,,
629,105,0.00001,3,0,0,0,1,0,1,1,0,0,0,3,2015,,,,,
630,105,0.000001,0,0,0,0,1,0,1,1,0,0,0,3,2015,,,,,
631,106,0.1,3,3,3,3,1,0,1,2,0,0,0,3,2015,,,,,
632,106,0.01,3,3,0,2,1,0,1,2,0,0,0,3,2015,,,,,
633,106,0.001,3,3,0,0,1,0,1,2,0,0,0,3,2015,,,,,
634,106,0.0001,3,1,0,0,1,0,1,2,0,0,0,3,2015,,,,,
635,106,0.00001,3,0,0,0,1,0,1,2,0,0,0,3,2015,,,,,
636,106,0.000001,1,1,0,0,1,0,1,2,0,0,0,3,2015,,,,,
637,107,0.1,3,3,2,0,1,0,1,3,0,0,0,3,2015,,,,,
638,107,0.01,3,3,1,1,1,0,1,3,0,0,0,3,2015,,,,,
639,107,0.001,3,3,0,0,1,0,1,3,0,0,0,3,2015,,,,,
640,107,0.0001,3,0,0,0,1,0,1,3,0,0,0,3,2015,,,,,
641,107,0.00001,3,0,0,0,1,0,1,3,0,0,0,3,2015,,,,,
642,107,0.000001,1,0,0,0,1,0,1,3,0,0,0,3,2015,,,,,
643,108,0.1,3,3,3,2,1,0,1,4,0,0,0,3,2015,,,,,
644,108,0.01,3,3,0,1,1,0,1,4,0,0,0,3,2015,,,,,
645,108,0.001,3,3,0,0,1,0,1,4,0,0,0,3,2015,,,,,
646,108,0.0001,3,0,0,0,1,0,1,4,0,0,0,3,2015,,,,,
647,108,0.00001,2,0,0,0,1,0,1,4,0,0,0,3,2015,,,,,
648,108,0.000001,1,1,0,0,1,0,1,4,0,0,0,3,2015,,,,,
649,109,0.1,3,3,3,3,1,0,0,1,0,0,0,3,2015,,,,,
650,109,0.01,3,3,1,0,1,0,0,1,0,0,0,3,2015,,,,,
651,109,0.001,3,3,0,0,1,0,0,1,0,0,0,3,2015,,,,,
652,109,0.0001,3,0,0,0,1,0,0,1,0,0,0,3,2015,,,,,
653,109,0.00001,2,1,0,0,1,0,0,1,0,0,0,3,2015,,,,,
654,109,0.000001,0,1,0,0,1,0,0,1,0,0,0,3,2015,,,,,
655,110,0.1,3,3,2,3,1,0,0,2,0,0,0,3,2015,,,,,
656,110,0.01,3,3,1,1,1,0,0,2,0,0,0,3,2015,,,,,
657,110,0.001,3,2,0,0,1,0,0,2,0,0,0,3,2015,,,,,
658,110,0.0001,3,0,0,0,1,0,0,2,0,0,0,3,2015,,,,,
659,110,0.00001,1,0,0,0,1,0,0,2,0,0,0,3,2015,,,,,
660,110,0.000001,NA,NA,NA,NA,1,0,0,2,0,0,0,3,2015,,,,,
661,111,0.1,3,3,2,2,1,0,0,3,0,0,0,3,2015,,,,,
662,111,0.01,3,3,0,0,1,0,0,3,0,0,0,3,2015,,,,,
663,111,0.001,3,3,0,0,1,0,0,3,0,0,0,3,2015,,,,,
